父任务ID,合集ID,父任务组,任务类型,启用模式,Lua脚本路径,推荐等级,可重复,任务奖励RewardID,章节ID,事件ID,关联活动ID,活动类型,VideoKey
79011,,,7,,Actor/Quest/WQ79011,,,,,,,1602,
79012,,,7,,Actor/Quest/WQ79012,,,,,,,,
79013,,,7,,Actor/Quest/WQ79013,,,179013,,,5084,1602,
79014,,,7,1,Actor/Quest/WQ79014,,,,,,,,
79015,,,7,1,Actor/Quest/WQ79015,,,,,,,,
79016,,,7,,Actor/Quest/WQ79016,,,,,,,,
79017,,,7,,Actor/Quest/WQ79017,,,,,,,1602,
79019,,,7,,Actor/Quest/WQ79019,,,,,,,,
79020,,79020,7,,Actor/Quest/WQ79020,,,,10071,,5084,1602,
79021,,,7,,Actor/Quest/WQ79021,,,179021,,,5084,1602,
79022,,79022,7,,Actor/Quest/WQ79022,,,179022,10084,,5084,1602,
79023,,79022,7,,Actor/Quest/WQ79023,,,179023,10084,,5084,1602,
79024,,79022,7,,Actor/Quest/WQ79024,,,179024,10084,,5084,1602,
79025,,,7,,Actor/Quest/WQ79025,,,179025,,,5084,1602,
79026,,,7,,Actor/Quest/WQ79026,,,179026#179039,,,5084,1602,
79027,,,7,,Actor/Quest/WQ79027,,,179027,,,5084,1602,
79028,,79020,7,,Actor/Quest/WQ79028,,,179028,10071,,5084,1602,
79029,,79020,7,,Actor/Quest/WQ79029,,,179029,10071,,5084,1602,
79030,,79020,7,,Actor/Quest/WQ79030,,,179030,10071,,5084,1602,
79031,,79020,7,,Actor/Quest/WQ79031,,,179031,10071,,5084,1602,
79032,,,7,,Actor/Quest/WQ79032,,,,,,,,
79033,,,7,,Actor/Quest/WQ79033,,,,,,5084,1602,
79034,,,7,,Actor/Quest/WQ79034,,,,,,,,
79035,,,7,,Actor/Quest/WQ79035,,,179035,,,5084,1602,
79036,,,7,1,Actor/Quest/WQ79036,,,,,,,,
79037,,,7,,Actor/Quest/WQ79037,,,,,,,,
79038,,,7,,Actor/Quest/WQ79038,,,179038,,,5084,1602,
79040,,,7,,Actor/Quest/WQ79040,,,,,,,,
90001,,,5,1,Actor/Quest/IQ90001,,,,,,,,
