掉落ID	最小等级	最大等级	随机方式	掉落层级	子掉落1ID	子掉落1数量区间	子掉落1权重	子掉落2ID	子掉落2数量区间	子掉落2权重	子掉落3ID	子掉落3数量区间	子掉落3权重	子掉落4ID	子掉落4数量区间	子掉落4权重	子掉落5ID	子掉落5数量区间	子掉落5权重	子掉落6ID	子掉落6数量区间	子掉落6权重	子掉落7ID	子掉落7数量区间	子掉落7权重	子掉落8ID	子掉落8数量区间	子掉落8权重	子掉落9ID	子掉落9数量区间	子掉落9权重	子掉落10ID	子掉落10数量区间	子掉落10权重	子掉落11ID	子掉落11数量区间	子掉落11权重	子掉落12ID	子掉落12数量区间	子掉落12权重	子掉落13ID	子掉落13数量区间	子掉落13权重	子掉落14ID	子掉落14数量区间	子掉落14权重	子掉落15ID	子掉落15数量区间	子掉落15权重	子掉落16ID	子掉落16数量区间	子掉落16权重	子掉落17ID	子掉落17数量区间	子掉落17权重	子掉落18ID	子掉落18数量区间	子掉落18权重	子掉落19ID	子掉落19数量区间	子掉落19权重	子掉落20ID	子掉落20数量区间	子掉落20权重	子掉落21ID	子掉落21数量区间	子掉落21权重	子掉落22ID	子掉落22数量区间	子掉落22权重	子掉落23ID	子掉落23数量区间	子掉落23权重	子掉落24ID	子掉落24数量区间	子掉落24权重	子掉落25ID	子掉落25数量区间	子掉落25权重	节点类型	是否掉落地面	产出来源类型	每日产出次数上限	历史产出次数上限	活动产出次数上限
520717			0	1	59412	1	1000	59422	1	1000	59432	1	1000	59442	1	1000	59452	1	1000																																																													0					
520718			0	1	59413	1	1000	59423	1	1000	59433	1	1000	59443	1	1000	59453	1	1000																																																													0					
520719			0	1	59414	1	1000	59424	1	1000	59434	1	1000	59444	1	1000	59454	1	1000																																																													0					
520720			0	1	59510	1	1000	59520	1	1000	59530	1	1000	59540	1	1000	59550	1	1000																																																													0					
520721			0	1	59511	1	1000	59521	1	1000	59531	1	1000	59541	1	1000	59551	1	1000																																																													0					
520722			0	1	59512	1	1000	59522	1	1000	59532	1	1000	59542	1	1000	59552	1	1000																																																													0					
520723			0	1	59513	1	1000	59523	1	1000	59533	1	1000	59543	1	1000	59553	1	1000																																																													0					
520724			0	1	59514	1	1000	59524	1	1000	59534	1	1000	59544	1	1000	59554	1	1000																																																													0					
520750			0	1	53110	1	1000	53120	1	1000	53130	1	1000	53140	1	1000	53150	1	1000																																																													0					
520751			0	1	53111	1	1000	53121	1	1000	53131	1	1000	53141	1	1000	53151	1	1000																																																													0					
520752			0	1	53112	1	1000	53122	1	1000	53132	1	1000	53142	1	1000	53152	1	1000																																																													0					
520753			0	1	53113	1	1000	53123	1	1000	53133	1	1000	53143	1	1000	53153	1	1000																																																													0					
520754			0	1	53114	1	1000	53124	1	1000	53134	1	1000	53144	1	1000	53154	1	1000																																																													0					
520755			0	1	53210	1	1000	53220	1	1000	53230	1	1000	53240	1	1000	53250	1	1000																																																													0					
520756			0	1	53211	1	1000	53221	1	1000	53231	1	1000	53241	1	1000	53251	1	1000																																																													0					
520757			0	1	53212	1	1000	53222	1	1000	53232	1	1000	53242	1	1000	53252	1	1000																																																													0					
520758			0	1	53213	1	1000	53223	1	1000	53233	1	1000	53243	1	1000	53253	1	1000																																																													0					
520759			0	1	53214	1	1000	53224	1	1000	53234	1	1000	53244	1	1000	53254	1	1000																																																													0					
520760			0	1	53310	1	1000	53320	1	1000	53330	1	1000	53340	1	1000	53350	1	1000																																																													0					
520761			0	1	53311	1	1000	53321	1	1000	53331	1	1000	53341	1	1000	53351	1	1000																																																													0					
520762			0	1	53312	1	1000	53322	1	1000	53332	1	1000	53342	1	1000	53352	1	1000																																																													0					
520763			0	1	53313	1	1000	53323	1	1000	53333	1	1000	53343	1	1000	53353	1	1000																																																													0					
520764			0	1	53314	1	1000	53324	1	1000	53334	1	1000	53344	1	1000	53354	1	1000																																																													0					
520765			0	1	53410	1	1000	53420	1	1000	53430	1	1000	53440	1	1000	53450	1	1000																																																													0					
520766			0	1	53411	1	1000	53421	1	1000	53431	1	1000	53441	1	1000	53451	1	1000																																																													0					
520767			0	1	53412	1	1000	53422	1	1000	53432	1	1000	53442	1	1000	53452	1	1000																																																													0					
520768			0	1	53413	1	1000	53423	1	1000	53433	1	1000	53443	1	1000	53453	1	1000																																																													0					
520769			0	1	53414	1	1000	53424	1	1000	53434	1	1000	53444	1	1000	53454	1	1000																																																													0					
520770			0	1	53510	1	1000	53520	1	1000	53530	1	1000	53540	1	1000	53550	1	1000																																																													0					
520771			0	1	53511	1	1000	53521	1	1000	53531	1	1000	53541	1	1000	53551	1	1000																																																													0					
520772			0	1	53512	1	1000	53522	1	1000	53532	1	1000	53542	1	1000	53552	1	1000																																																													0					
520773			0	1	53513	1	1000	53523	1	1000	53533	1	1000	53543	1	1000	53553	1	1000																																																													0					
520774			0	1	53514	1	1000	53524	1	1000	53534	1	1000	53544	1	1000	53554	1	1000																																																													0					
520800			0	1	52110	1	1000	52120	1	1000	52130	1	1000	52140	1	1000	52150	1	1000																																																													0					
520801			0	1	52111	1	1000	52121	1	1000	52131	1	1000	52141	1	1000	52151	1	1000																																																													0					
520802			0	1	52112	1	1000	52122	1	1000	52132	1	1000	52142	1	1000	52152	1	1000																																																													0					
520803			0	1	52113	1	1000	52123	1	1000	52133	1	1000	52143	1	1000	52153	1	1000																																																													0					
520804			0	1	52114	1	1000	52124	1	1000	52134	1	1000	52144	1	1000	52154	1	1000																																																													0					
520805			0	1	52210	1	1000	52220	1	1000	52230	1	1000	52240	1	1000	52250	1	1000																																																													0					
520806			0	1	52211	1	1000	52221	1	1000	52231	1	1000	52241	1	1000	52251	1	1000																																																													0					
520807			0	1	52212	1	1000	52222	1	1000	52232	1	1000	52242	1	1000	52252	1	1000																																																													0					
520808			0	1	52213	1	1000	52223	1	1000	52233	1	1000	52243	1	1000	52253	1	1000																																																													0					
520809			0	1	52214	1	1000	52224	1	1000	52234	1	1000	52244	1	1000	52254	1	1000																																																													0					
520810			0	1	52310	1	1000	52320	1	1000	52330	1	1000	52340	1	1000	52350	1	1000																																																													0					
520811			0	1	52311	1	1000	52321	1	1000	52331	1	1000	52341	1	1000	52351	1	1000																																																													0					
520812			0	1	52312	1	1000	52322	1	1000	52332	1	1000	52342	1	1000	52352	1	1000																																																													0					
520813			0	1	52313	1	1000	52323	1	1000	52333	1	1000	52343	1	1000	52353	1	1000																																																													0					
520814			0	1	52314	1	1000	52324	1	1000	52334	1	1000	52344	1	1000	52354	1	1000																																																													0					
520815			0	1	52410	1	1000	52420	1	1000	52430	1	1000	52440	1	1000	52450	1	1000																																																													0					
520816			0	1	52411	1	1000	52421	1	1000	52431	1	1000	52441	1	1000	52451	1	1000																																																													0					
520817			0	1	52412	1	1000	52422	1	1000	52432	1	1000	52442	1	1000	52452	1	1000																																																													0					
520818			0	1	52413	1	1000	52423	1	1000	52433	1	1000	52443	1	1000	52453	1	1000																																																													0					
520819			0	1	52414	1	1000	52424	1	1000	52434	1	1000	52444	1	1000	52454	1	1000																																																													0					
520820			0	1	52510	1	1000	52520	1	1000	52530	1	1000	52540	1	1000	52550	1	1000																																																													0					
520821			0	1	52511	1	1000	52521	1	1000	52531	1	1000	52541	1	1000	52551	1	1000																																																													0					
