ID,JSON天气区域ID,最大高度,描述,GadgetID,默认是否开启,TemplateName,Priority,区域环境配置,DefaultWeather,是否固定使用DefaultWeather,场景ID
4032,4032,,凋零之森死域环境（任务前）,,1,Weather_Standard,500,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Xm_WitheredForest,1,0,3
4033,4033,,凋零之森死域环境（任务后）,,0,Weather_Standard,500,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Xm_WitheredForest_After,1,0,3
4034,4034,,凋零之森地下二层树洞环境,,1,Weather_Standard,300,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Xm_WitheredForest_Hole,1,0,3
4035,4035,,凋零之森Boss战环境（打斗前）,,1,Weather_Standard,600,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Xm_WitheredForest_Boss,1,0,3
4036,4036,,凋零之森Boss战环境（打斗后）,,0,Weather_Standard,600,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Xm_WitheredForest_Boss_After,1,0,3
4037,4037,,森之里 村庄梦境,,1,Weather_Standard,100,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Xm_Senzhili_Dream,1,0,3
4038,4038,,森之里 村庄现实,,0,Weather_Standard,100,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Xm_Senzhili,1,0,3
4039,4039,,森之里 洞穴梦境,,1,Weather_Standard,200,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Xm_SenzhiliCave_Dream,1,0,3
4040,4040,,森之里 洞穴现实,,0,Weather_Standard,200,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Xm_SenzhiliCave,1,0,3
4041,4041,,森之里 大屋现实,,0,Weather_Standard,300,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Xm_Senzhili_Home,1,0,3
4042,4042,,雷暴BOSS洞穴,,1,Weather_Standard,800,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Xm_GientCup_ThunderstormBoss,1,0,3
4043,4043,,遗迹蘑菇洞穴区域环境,,1,Weather_Standard,100,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Xm_GientCup_MushroomRuin,1,1,3
4044,4044,,层叠之森正常,,1,Weather_Standard,500,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Xm_Layered_Forest,1,1,3
4045,4045,,层叠之森梦境,,0,Weather_Standard,600,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Xm_Layered_Forest_Dream01,1,1,3
4046,4046,,织梦之森黑暗洞穴侵蚀环境任务前,,1,Weather_Standard,300,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Xm_Cave_DarkB,1,1,3
4047,4047,,3.0提纳里个人线  须弥主城旁边峡谷天气,,0,Weather_Foggy,600,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Xm_TNL,1,1,3
4048,4048,,须弥水顶遗迹天气,,1,Weather_Standard,200,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Xm_GientCup_MushroomRuin,1,1,3
4049,4049,,山顶秘境ESP,,1,Weather_Standard,200,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Xm_SecretPeak,1,1,3
4050,4050,,层叠之森入口正常,,1,Weather_Standard,500,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Xm_Layered_Forest,1,1,3
4051,4051,,层叠之森入口梦境,,0,Weather_Standard,600,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Xm_Layered_Forest_Dream,1,1,3
4052,4052,,无郁稠林发光脚印侵蚀版,,1,Weather_Standard,300,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Xm_GientCup_Theme_Dark_Footprint,1,1,3
4053,4053,,无郁稠林发光脚印正常版,,0,Weather_Standard,300,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Xm_GientCup_Theme_Footprint,1,1,3
4054,4054,,离渡谷天气200米以上,,1,Weather_Standard,100,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Xm_General,1,0,3
4055,4055,,离渡谷天气200米以下,,1,Weather_Standard,300,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Xm_Valley_General,1,0,3
4056,4056,,凋零之森-幻梦之门挑战梦境环境,,0,Weather_Standard,9000,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Xm_Senzhili_Dream,1,0,3
4057,4057,,凋零之森-幻梦之门挑战梦境环境 蘑菇洞上半,,0,Weather_Standard,9000,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Xm_MushroomCave_Relic01_Dream,1,0,3
4058,4058,,凋零之森-幻梦之门挑战梦境环境 蘑菇洞下半,,0,Weather_Standard,9000,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Xm_MushroomCave_Dream,1,0,3
4059,4059,,织梦之森-幻梦之门挑战梦境环境,,0,Weather_Standard,9000,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Xm_Zhimeng01_Dream,1,0,3
4060,4060,,织梦之森-幻梦之门挑战梦境环境,,0,Weather_Standard,9000,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Xm_Zhimeng02_Dream,1,0,3
4061,4061,,织梦之森-幻梦之门挑战梦境环境,,0,Weather_Standard,9000,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Xm_Zhimeng03_Dream,1,0,3
4062,4062,,唤雨之森-幻梦之门挑战梦境环境,,0,Weather_Standard,9000,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Xm_Huanyu01_Dream,1,0,3
4063,4063,,唤雨之森-幻梦之门挑战梦境环境,,0,Weather_Standard,9000,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Xm_Huanyu02_Dream,1,0,3
4064,4064,,唤雨之森-幻梦之门挑战梦境环境,,0,Weather_Standard,9000,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Xm_Huanyu03_Dream,1,0,3
4065,4065,,失落之森-幻梦之门挑战梦境环境,,0,Weather_Standard,9000,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Xm_Shiluo01_Dream,1,0,3
4066,4066,,失落之森-幻梦之门挑战梦境环境,,0,Weather_Standard,9000,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Xm_Shiluo02_Dream,1,0,3
4067,4067,,失落之森-幻梦之门挑战梦境环境,,0,Weather_Standard,9000,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Xm_Shiluo03_Dream,1,0,3
4068,4068,,唤雨之森地下死域-入口-清除前,,1,Weather_Standard,300,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Xm_Marana_WaterCave_Before_Entrance,1,0,3
4069,4069,,唤雨之森地下死域-入口-清除后,,0,Weather_Standard,400,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Xm_Marana_WaterCave_After_Entrance,1,0,3
4070,4070,,唤雨之森地下死域-洞窟-清除前,,1,Weather_Standard,300,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Xm_Marana_WaterCave_Before,1,0,3
4071,4071,,唤雨之森地下死域-洞窟-清除后,,0,Weather_Standard,400,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Xm_Marana_WaterCave_After,1,0,3
4072,4072,,化城郭185m以上天气,,1,Weather_Standard,100,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Xm_General,1,0,3
4073,4073,,织梦之森小草神殿天气死域解除前,,1,Weather_Standard,500,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Xm_Cave_XCSDZM,1,1,3
4074,4074,,织梦之森小草神殿天气死域解除前,,0,Weather_Standard,500,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Xm_Cave_XCSDZM,1,1,3
4075,4075,,无郁夷摩内部洞穴天气死域解除后,,0,Weather_Standard,800,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Xm_GientCup_Cave_Clear,1,1,3
4076,4076,,织梦之森黑暗洞穴侵蚀环境任务后,,0,Weather_Standard,500,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Xm_Cave_Dark,1,1,3
4077,4077,,凋零之森-蘑菇boss,,1,Weather_Standard,500,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Xm_MushroomBoss,1,1,3
4078,4078,,凋零之森-大草神殿天气门口,,1,Weather_Standard,500,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Xm_WitheredForest_GreatgrassTemple,1,1,3
4079,4079,,凋零之森-兰那罗秘境1,,1,Weather_Standard,600,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Xm_WitheredForest_Hole_After,1,1,3
4080,4080,,凋零之森-兰那罗秘境2,,1,Weather_Standard,600,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Xm_WitheredForest_Hole_After,1,1,3
4081,4081,,凋零之森 蘑菇洞四条通道,,1,Weather_Standard,300,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Xm_MushroomCave_Relic01,1,0,3
4082,4082,,凋零之森 蘑菇洞下层洞穴,,1,Weather_Standard,300,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Xm_MushroomCave,1,0,3
4083,4083,,唤雨之森-禅那花园,,1,Weather_Standard,700,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Xm_Huayuan,1,0,3
4084,4084,,唤雨之森-森底秘境回层叠之森通道,,1,Weather_Sunny,600,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Xm_DiDiMiJing,1,1,3
4085,4085,,失落之森根噬洞窟坑底天气,,1,Weather_Standard,100,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Xm_Devil_Cave_02,1,0,3
4086,4086,,失落之森机器人坑底,,1,Weather_Standard,100,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Xm_Robot_General_Titan_Broken_CS,1,0,3
4087,4087,,凋零之森 BOSS入战天气,,0,Weather_Standard,1000,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Xm_WitheredForest_Boss_Noeff,1,0,3
4088,4088,,失落之森大机器人天气-不下雨,,1,Weather_Sunny,200,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Xm_Robot_General,1,1,3
4089,4089,,森之里山顶苗圃现实天气，不进梦境,,1,Weather_Sunny,500,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Xm_General,1,1,3
4090,4090,,大草神殿峡谷低海拔天气,,1,Weather_Standard,100,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Xm_Valley_DLZS,1,1,3
4091,4091,,凋零之森 森之里山顶秘境小通道,,1,Weather_Standard,50,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Xm_SecretPeak,1,0,3
4092,4092,,织梦之森腔体,,1,Weather_Standard,200,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Xm_Cave_XCSDZM,1,1,3
4093,4093,,唤雨之森-秘境遗迹区,,1,Weather_Standard,200,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Xm_Cave_General,1,1,3
4094,4094,,唤雨之森-秘境中央山区,,1,Weather_Standard,200,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Xm_Cave_General,1,1,3
4100,4100,,3.1沙漠默认天气,,1,Weather_SandStorm,10,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Xm31_CWSM_General,7,0,3
4101,4101,,赤王陵地面环境,,1,Weather_Cloudy,150,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Xm31_JZT_SandStorm,2,1,3
4102,4102,,秘仪圣殿地下环境,,1,Weather_Sunny,300,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Xm31_MYSD_General,1,1,3
4103,4103,,机器人峡谷环境前段低,,1,Weather_Desert,200,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Xm31_JQR_General,7,1,3
4104,4104,,流沙坑遗迹环境,,1,Weather_Sunny,200,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Xm31_LSKYJ_General,1,1,3
4105,4105,,阿如村环境,,1,Weather_Sunny,200,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Xm31_Aru,1,1,3
4106,4106,,圣显厅环境,,1,Weather_Desert,200,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Xm31_SXT_General,7,1,3
4107,4107,,魔鳞病医院环境,,1,Weather_Desert,200,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Xm31_MLYY,7,1,3
4108,4108,,魔鳞病医院密道环境,,1,Weather_Sunny,200,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Xm31_MLYY_Cave,1,1,3
4109,4109,,3.1与3.4交界过渡天气,,1,Weather_Foggy,500,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Xm31_CWSM_General,6,1,3
4110,4110,,防风墙周围过渡天气,,1,Weather_Sunny,500,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Xm31_FFQ_Sandy,1,1,3
4111,4111,,3.1西边派蒙圈过渡天气,,1,Weather_Foggy,500,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Xm31_CWSM_General,6,1,3
4112,4112,,赤王陵地下环境,,1,Weather_Cloudy,200,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Xm31_JZT_Underground,2,1,3
4113,4113,,元能构装体boss天气,,1,Weather_Sunny,500,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Xm31_YNGZTBoss,1,1,3
4114,4114,,大绿洲天气,,1,Weather_Sunny,500,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Xm31_LvZ,1,1,3
4115,4115,,机器人峡谷环境后段高,,1,Weather_Desert,200,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Xm31_JQR_General,7,1,3
4116,4116,,赤王陵地下环境——秘仪圣殿交界,,1,Weather_Sunny,500,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Xm31_JZT_Underground,1,1,3
4117,4117,,沙漠test天气,,1,Weather_Desert,100,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Xm31_CWSM_General,7,1,3
4118,4118,,秘仪圣殿地表环境,,1,Weather_Sunny,300,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Xm31_MYSD_Entrance,1,1,3
4119,4119,,赤王陵顶战斗环境,,0,Weather_Sunny,1000,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Xm31_JZTs_Boss,1,1,3
4120,4120,,太阳船坑环境低,,1,Weather_Sunny,1000,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Xm31_MYSD_SunBoat,1,1,3
4121,4121,,太阳船坑环境中,,1,Weather_Sunny,1000,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Xm31_MYSD_SunBoat,1,1,3
4122,4122,,太阳船坑环境高,,1,Weather_Sunny,1000,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Xm31_MYSD_SunBoat,1,1,3
4123,4123,,假太阳船坑环境,,1,Weather_Sunny,1000,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Xm31_MYSD_SunBoat_Broken,1,1,3
4124,4124,,阿如的倒影室内环境,,1,Weather_Sunny,1000,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Xm31_CWL_UpIndoor,1,1,3
4125,4125,,元能构装体boss天气高,,1,Weather_Sunny,500,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Xm31_YNGZTBoss,1,1,3
5001,5001,,枫丹地区默认天气，5001-5999皆为枫丹预留,,1,Weather_Standard,5,Data/Environment/EnviroSystemProfile/BigWorld/ESP_DI_General,1,1,9
5002,5002,,枫丹用，先占位,,1,Weather_Standard,10,Data/Environment/EnviroSystemProfile/BigWorld/ESP_DI_BuDing,1,1,9
5003,5003,,枫丹用，先占位,,1,Weather_Standard,10,Data/Environment/EnviroSystemProfile/BigWorld/ESP_DI_ShuangShuang,1,1,9
5004,5004,,枫丹用，先占位,,1,Weather_Standard,10,Data/Environment/EnviroSystemProfile/BigWorld/ESP_DI_PoPo,1,1,9
5005,5005,,枫丹用，先占位,,1,Weather_Standard,10,Data/Environment/EnviroSystemProfile/BigWorld/ESP_DI_WeiWei,1,1,9
5006,5006,,枫丹用，先占位,,0,Weather_Standard,11,Data/Environment/EnviroSystemProfile/BigWorld/ESP_DI_WeiWei_Rain,3,1,9
5007,5007,,枫丹用，先占位,,0,Weather_Standard,12,Data/Environment/EnviroSystemProfile/BigWorld/ESP_DI_WeiWei_Foggy,6,1,9
6001,6001,,纳塔地区默认天气，6001-6999皆为纳塔预留,,1,Weather_Standard,5,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Ly_General,1,1,3
7001,7001,,至冬地区默认天气，7001-7999皆为至冬预留,,1,Weather_Standard,5,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Ly_General,1,1,3
9001,9001,,2.8梦境海岛-全群岛天气-固定11AM,,0,Weather_Standard,5,Data/Environment/EnviroSystemProfile/BigWorld/ESP_DI_General,1,1,9
9002,9002,,2.8梦境海岛-万叶布丁岛特殊天气,,0,Weather_Standard,10,Data/Environment/EnviroSystemProfile/BigWorld/ESP_DI_BuDing,1,1,9
9003,9003,,2.8梦境海岛-菲谢尔双双岛特殊天气-外圈,,0,Weather_Standard,10,Data/Environment/EnviroSystemProfile/BigWorld/ESP_DI_ShuangShuang_02,1,1,9
9004,9004,,2.8梦境海岛-辛焱破破岛特殊天气-阴,,0,Weather_Standard,10,Data/Environment/EnviroSystemProfile/BigWorld/ESP_DI_PoPo_Cloudy,2,1,9
9005,9005,,2.8梦境海岛-莫娜危危岛特殊天气-晴天夜晚,,0,Weather_Standard,25,Data/Environment/EnviroSystemProfile/BigWorld/ESP_DI_WeiWei,1,1,9
9006,9006,,2.8梦境海岛-莫娜危危岛特殊天气-雨天夜晚,,0,Weather_Standard,26,Data/Environment/EnviroSystemProfile/BigWorld/ESP_DI_WeiWei_Rain,1,1,9
9007,9007,,2.8梦境海岛-莫娜危危岛特殊天气-雾天,,0,Weather_Standard,27,Data/Environment/EnviroSystemProfile/BigWorld/ESP_DI_WeiWei_Foggy,6,1,9
9008,9008,,2.8梦境海岛-愚人众机器修复前,,0,Weather_Standard,16,Data/Environment/EnviroSystemProfile/BigWorld/ESP_DI_DMP01,1,1,9
9009,9009,,2.8梦境海岛-愚人众机器修复后,,0,Weather_Standard,10,Data/Environment/EnviroSystemProfile/BigWorld/ESP_DI_General,1,1,9
9010,9010,,2.8梦境海岛-船灵道别-浓雾,,0,Weather_Standard,200,Data/Environment/EnviroSystemProfile/BigWorld/ESP_DI_Fog_Light,2,0,9
9011,9011,,2.8梦境海岛-船灵道别-雷暴,,0,Weather_Sunny,300,Data/Environment/EnviroSystemProfile/BigWorld/ESP_DI_ThunderStorm,1,0,9
9012,9012,,2.8梦境海岛-英雄之路区域迷雾,,1,Weather_Standard,100,Data/Environment/EnviroSystemProfile/BigWorld/ESP_DI_Fog_Light,2,0,9
9013,9013,,2.8梦境海岛-开船竞速3-1迷雾A,,0,Weather_Standard,20,Data/Environment/EnviroSystemProfile/BigWorld/ESP_DI_Fog_Light,2,0,9
9014,9014,,2.8梦境海岛-开船竞速3-1迷雾B,,0,Weather_Standard,20,Data/Environment/EnviroSystemProfile/BigWorld/ESP_DI_Fog_Light,2,0,9
9015,9015,,2.8梦境海岛-辛焱破破岛特殊天气-晴,,0,Weather_Standard,20,Data/Environment/EnviroSystemProfile/BigWorld/ESP_DI_PoPo_Sunny,1,1,9
9016,9016,,2.8梦境海岛-全群岛天气-24H变化,,1,Weather_Standard,15,Data/Environment/EnviroSystemProfile/BigWorld/ESP_DI_General_24H,1,1,9
9017,9017,,2.8梦境海岛-可莉岛-24H变化,,0,Weather_Standard,20,Data/Environment/EnviroSystemProfile/BigWorld/ESP_DI_General_24H,1,1,9
9018,9018,,2.8梦境海岛-菲谢尔双双岛-24H变化,,0,Weather_Standard,20,Data/Environment/EnviroSystemProfile/BigWorld/ESP_DI_General_24H,1,1,9
9019,9019,,2.8梦境海岛-社交活动全群岛天气-固定11AM,,0,Weather_Standard,300,Data/Environment/EnviroSystemProfile/BigWorld/ESP_DI_Social,1,1,9
9020,9020,,2.8梦境海岛-菲谢尔双双岛特殊天气-内圈,,0,Weather_Standard,11,Data/Environment/EnviroSystemProfile/BigWorld/ESP_DI_ShuangShuang,1,1,9
