对话ID	触发方式	启用模式	[触发条件]组合	[触发条件]1类型	[触发条件]1参数1	[触发条件]1参数2	[触发条件]1参数3	[触发条件]1参数4	[触发条件]1参数5	[触发条件]2类型	[触发条件]2参数1	[触发条件]2参数2	[触发条件]2参数3	[触发条件]2参数4	[触发条件]2参数5	[触发条件]3类型	[触发条件]3参数1	[触发条件]3参数2	[触发条件]3参数3	[触发条件]3参数4	[触发条件]3参数5	[触发条件]4类型	[触发条件]4参数1	[触发条件]4参数2	[触发条件]4参数3	[触发条件]4参数4	[触发条件]4参数5	[触发条件]5类型	[触发条件]5参数1	[触发条件]5参数2	[触发条件]5参数3	[触发条件]5参数4	[触发条件]5参数5	[触发条件]6类型	[触发条件]6参数1	[触发条件]6参数2	[触发条件]6参数3	[触发条件]6参数4	[触发条件]6参数5	优先级	后续对话ID	初始台词ID	台词装饰ID	演员NpcID	专属父任务ID	额外加载标识ID	标识屏蔽NpcID	[完成执行]1类型	[完成执行]1参数1	[完成执行]1参数2	[完成执行]1参数3	[完成执行]1参数4	[完成执行]1参数5	[完成执行]2类型	[完成执行]2参数1	[完成执行]2参数2	[完成执行]2参数3	[完成执行]2参数4	[完成执行]2参数5	[完成执行]3类型	[完成执行]3参数1	[完成执行]3参数2	[完成执行]3参数3	[完成执行]3参数4	[完成执行]3参数5	[完成执行]4类型	[完成执行]4参数1	[完成执行]4参数2	[完成执行]4参数3	[完成执行]4参数4	[完成执行]4参数5	[完成执行]5类型	[完成执行]5参数1	[完成执行]5参数2	[完成执行]5参数3	[完成执行]5参数4	[完成执行]5参数5
7266104	2	1		1	7266112	2																																		5		726610401		1005	72661																																
7266105	2	1		1	7266106	2																																		5		726610501		1005	72661																																
7266106	2	1		1	7266109	2																																		5		726610601		3200,1005	72661																																
7266107	2	1		1	7266113	2																																		5		726610701		12164,12177,12178,1005	72661																																
7266201	2	1		1	7266201	2																																		5		726620101		3200	72662																																
7266202	2	1		1	7266204	2																																		5		726620201		3200,1005	72662																																
7266203	2	1		1	7266206	2																																		5		726620301		3200,1005	72662																																
7266301	2	1		1	7266301	2																																		5		726630101		3200,1005	72663																																
7266302	2	1		1	7266304	2																																		5		726630201		3200,1005	72663																																
7266401	2	1		1	7266401	2																																		5		726640101		30066	72664																																
7266402		3	1	71	1					72	1	1																												3	7266421,7266422,7266423,7266424	726642001	3	30066																																	
7266403	2																																							2	7266420,7266402,7266410,7266415,7266430,7266436,7266435	726640301		30066																																	
7266404				1	99902	3																																		5	7266410,7266420,7266430,7266435,7266415,7266402,7266436	726640401		30066																																	
