ID	类型	重量	排序权重	物件ID	可丢弃	使用等级	全局产出上限	数值用类型	材料类型	冷却时间	冷却组	堆叠上限	最大使用数量	获得即使用	禁止提示第一次获得	目标	[使用]1操作	[使用]1参数1	[使用]1参数2	[使用]1参数3	[使用]1参数4	[使用]1参数5	[使用]2操作	[使用]2参数1	[使用]2参数2	阶数	自动进包	是否分开掉落	饱食度参数	摧毁规则	摧毁返还道具	摧毁返还数量	组ID	强制获得提示
100329	2	1	10	70710015				任务道具	2			1																						
100330	2	1	10	70710015				任务道具	2			1																						
100331	2	1	10	70710015				任务道具	2			1																						
100332	2	1	10	70710015				任务道具	2			1																						
100333	2	1	10	70710015				任务道具	2			1																						
100334	2	1	10	70710015				任务道具	2			1																						
100335	2	1	10	70710015				任务道具	2			1																						
100336	2	1	10	70710015				任务道具	2			1																						
100337	2	1	10	70710015				任务道具	2			1																						
100338	2	1	10	70710015				任务道具	2			1																						
100339	2	1	10	70710015				任务道具	2			1																						
100340	2	1	10	70710015				任务道具	2			1																						
100341	2	1	10	70710015				任务道具	2			1																						
100342	2	1	10	70710015				任务道具	2			1																						
100343	2	1	10	70710015				任务道具	2			1																						
100344	2	1	10	70710015				任务道具	2			1																						
100345	2	1	10	70710015				任务道具	2			1																						
100346	2	1	10	70710015				任务道具	2			1																						
100347	2	1	10	70710015				任务道具	2			1																						
100348	2	1	10					任务道具	2			1																						
100349	2	1	10	70710020				任务道具	2			100																						
100351	2	1	10					任务道具	2			1																						
100352	2	1	10	70600021				任务道具	2			1																						
100353	2	1	10	70600052				任务道具	2			1000															1							
100354	2	1	10	70600021				任务道具	2			1																						
100355	2	1	5					任务道具	2			1																1						
100350	2	1	10	71700046				任务道具	2			1																						
100356	2	1	10	70600021				任务道具	2			1																						
100357	2	1	10					任务道具	2			1																						
100358	2	1	10					任务道具	2			1																						
100359	2	1	10					任务道具	2			1																						
100360	2	1	10					任务道具	2			1																						
100361	2	1	10					任务道具	2			5		1			34	50029002															1028	
100362	2	1	10					任务道具	2			1																						
100363	2	1	10					任务道具	2			1																						
100364	2	1	10					任务道具	2			5		1			34	50012006								4							1011	
100365	2	1	10	70210102				任务道具	2			1000																						
100366	2	1	10					任务道具	2			5														2							1020	
100367	2	1	10					任务道具	2			5														2							1020	
100368	2	1	10					任务道具	2			5														2							1020	
100369	2	1	10					任务道具	2			5														2							1020	
100370	2	1	10					任务道具	2			5																						
100371	2	1	10					任务道具	2			5																						
100372	2	1	10					任务道具	2			5																						
100373	2	1	10					任务道具	2			5																						
100374	2	1	10					任务道具	2			5																						
100375	2	1	10					任务道具	2			1																						
100376	2	1	10					任务道具	2			1																						
100377	2	1	10					任务道具	2			1																						
100378	2	1	10					任务道具	2			1																						
100379	2	1	10					任务道具	2			1																						
100380	2	1	10					任务道具	2			1																						
100381	2	1	10					任务道具	2			1																						
100382	2	1	10					任务道具	2			1																						
100383	2	1	10					任务道具	2			1																						
100384	2	1	10					任务道具	2			1																						
100385	2	1	10					任务道具	2			1																						
100386	2	1	10					任务道具	2			1																						
100387	2	1	10					任务道具	2			1																						
100388	2	1	10	71700054				任务道具	2			5		1			34	50007004								3							1006	
100389	2	1	10	71700055				任务道具	2			5		1			34	50007005								3							1006	
100390	2	1	10	71700056				任务道具	2			5		1			34	50007006								3							1006	
100391	2	1	10	71700057				任务道具	2			5		1			34	50007007								3							1006	
100392	2	1	10					任务道具	2			1																						
100393	2	1	10					任务道具	2			1																						
100394	2	1	10					任务道具	2			1																						
100395	2	1	10					任务道具	2			1																						
100396	2	1	10					任务道具	2			1																						
100397	2	1	10					任务道具	2			1																						
100398	2	1	10	70600021				任务道具	2			1																						
100399	2	1	10	71700058				任务道具	2			5		1			34	50009001								3							1008	
100400	2	1	10	71700059				任务道具	2			5		1			34	50009002								3							1008	
100401	2	1	10	71700060				任务道具	2			5																						
100402	2	1	10	71700061				任务道具	2			5		1			34	50027001								3							1026	
100403	2	1	10	71700062				任务道具	2			5		1			34	50025001								3							1024	
100404	2	1	10	71700063				任务道具	2			5																						
100405	2	1	10	71700064				任务道具	2			5																						
100406	2	1	10	71700065				任务道具	2			5		1			34	50010001								3							1009	
100407	2	1	10	71700066				任务道具	2			5		1			34	50010002								3							1009	
100408	2	1	10	71700067				任务道具	2			5		1			34	50010004								3							1009	
100409	2	1	10	71700068				任务道具	2			5																						
100410	2	1	10	71700069				任务道具	2			5																						
100411	2	1	10	71700070				任务道具	2			5		1			34	50011001								3							1010	
100412	2	1	10	71700071				任务道具	2			5		1			34	50011002								3							1010	
100413	2	1	10	71700072				任务道具	2			1																						
100414	2	1	10					任务道具	2			1																						
100415	2	1	10					任务道具	2			1																						
100416	2	1	10					任务道具	2			1																						
100417	2	1	10					任务道具	2			1																						
100418	2	1	10					任务道具	2			1																						
100419	2	1	10					任务道具	2			1																						
100420	2	1	10					任务道具	2			1																						
100421	2	1	10					任务道具	2			1																						
100422	2	1	10					任务道具	2			1																						
100423	2	1	10					任务道具	2			1																						
100424	2	1	10					任务道具	2			1																						
100425	2	1	10					任务道具	2			1																						
100426	2	1	10	71700074				任务道具	2			1																						
100427	2	1	10	70710057				任务道具	2			1																						
100428	2	1	10	71700074				任务道具	2			1																						
100429	2	1	10	70210102				任务道具	2			1															1							
100430	2	1	10	71700074				任务道具	2			5																						
100431	2	1	10	71700077				任务道具	2			1																						
100432	2	1	10	71700078				任务道具	2			5		1			34	50012001								4							1011	
100433	2	1	10	71700079				任务道具	2			5		1			34	50012002								4							1011	
100434	2	1	10	71700080				任务道具	2			5		1			34	50012003								4							1011	
100435	2	1	10	71700081				任务道具	2			5		1			34	50012004								4							1011	
100436	2	1	10	71700082				任务道具	2			5		1			34	50012005								4							1011	
100437	2	1	10	71700084				任务道具	2			5		1			34	50013001								4							1012	
100438	2	1	10	71700085				任务道具	2			5		1			34	50013002								4							1012	
100439	2	1	10	71700086				任务道具	2			5		1			34	50013003								4							1012	
100440	2	1	10	71700087				任务道具	2			5		1			34	50013004								4							1012	
100441	2	1	10	71700088				任务道具	2			5		1			34	50007008								3							1006	
100442	2	1	10	71700089				任务道具	2			5														2							1013	
100443	2	1	10	71700090				任务道具	2			5														2							1013	
100444	2	1	10	71700091				任务道具	2			5														2							1013	
100445	2	1	10	71700092				任务道具	2			5														2							1013	
100450	2	1	10	70710063				任务道具	2			1																						
100451	2	1	10	70710064				任务道具	2			7																						
100452	2	1	10	70600021				任务道具	2			1																						
100453	2	0	201		0			任务道具	2	0	0	2000														3	1							
100454	2	1	10	70210102				任务道具	2			1															1							
100455	2	1	10	70210102				任务道具	2			1															1							
100456	2	1	10	70210102				任务道具	2			1															1							
100457	2	0	10					任务道具	2			1															1							
100458	2	0	10					任务道具	2			1															1							
100459	2	0	10					任务道具	2			1															1							
100460	2	1	10	70710071				任务道具	2			1															1							
100461	2	1	10	70710072				任务道具	2			1															1							
100462	2	1	10	70710073				任务道具	2			1															1							
100463	2	1	10	70710074				任务道具	2			1															1							
