技能ID	开启天赋配置	[增加属性]1类型	[增加属性]1值	[增加属性]2类型	[增加属性]2值	参数1	参数2	参数3	参数4	参数5	参数6	参数7	参数8	参数9	参数10	参数11	参数12	参数13	参数14	参数15	参数16	参数17	参数18	参数19	参数20	技能组ID	等级	类型	消耗金币	消耗道具1ID	消耗道具1数量	消耗道具2ID	消耗道具2数量	消耗道具3ID	消耗道具3数量	消耗道具4ID	消耗道具4数量	筛选条件1	筛选条件2	突破等级	生活效果类型	生活效果参数1	生活效果参数2	生活效果参数3	生活效果参数4	生活效果参数5	效果全队生效	生活天赋不可见
73112	PlayerGirl_Common_SkillUpgrade_1					1.00298	0.9797	1.19504	1.31532	1.59662	1.261	1.6296	20	1.442196	2.883781	3.601998										731	12	3	0	0	0	0	0	0	0	0	0			6								
73113	PlayerGirl_Common_SkillUpgrade_1					1.06502	1.0403	1.26896	1.39668	1.69538	1.339	1.7304	20	1.531404	3.062159	3.824802										731	13	3	0	0	0	0	0	0	0	0	0			6								
73114	PlayerGirl_Common_SkillUpgrade_1					1.12706	1.1009	1.34288	1.47804	1.79414	1.417	1.8312	20	1.620612	3.240537	4.047606										731	14	3	0	0	0	0	0	0	0	0	0			6								
73115	PlayerGirl_Common_SkillUpgrade_1					1.1891	1.1615	1.4168	1.5594	1.8929	1.495	1.932	20	1.70982	3.418915	4.27041										731	15	3	0	0	0	0	0	0	0	0	0			6								
73201	Player_Wind_SkillUpgrade_2					0.12	0.168	1.76	1.92	5	8															732	1	3	0	0	0	0	0	0	0	0	0			0								
73202	Player_Wind_SkillUpgrade_2					0.129	0.1806	1.892	2.064	5	8															732	2	3	12500	104301	3	112008	6	0	0	0	0			2								
73203	Player_Wind_SkillUpgrade_2					0.138	0.1932	2.024	2.208	5	8															732	3	3	17500	104305	2	112009	3	0	0	0	0			3								
73204	Player_Wind_SkillUpgrade_2					0.15	0.21	2.2	2.4	5	8															732	4	3	25000	104308	4	112009	4	0	0	0	0			3								
73205	Player_Wind_SkillUpgrade_2					0.159	0.2226	2.332	2.544	5	8															732	5	3	30000	104302	6	112009	6	0	0	0	0			4								
73206	Player_Wind_SkillUpgrade_2					0.168	0.2352	2.464	2.688	5	8															732	6	3	37500	104305	9	112009	9	0	0	0	0			4								
73207	Player_Wind_SkillUpgrade_2					0.18	0.252	2.64	2.88	5	8															732	7	3	120000	104309	4	112010	4	113005	1	0	0			5								
73208	Player_Wind_SkillUpgrade_2					0.192	0.2688	2.816	3.072	5	8															732	8	3	260000	104303	6	112010	6	113005	1	0	0			5								
73209	Player_Wind_SkillUpgrade_2					0.204	0.2856	2.992	3.264	5	8															732	9	3	450000	104306	12	112010	9	113005	2	0	0			6								
73210	Player_Wind_SkillUpgrade_2					0.216	0.3024	3.168	3.456	5	8															732	10	3	700000	104309	16	112010	12	113005	2	104319	1			6								
73211	Player_Wind_SkillUpgrade_2					0.228	0.3192	3.344	3.648	5	8															732	11	3	0	0	0	0	0	0	0	0	0			6								
73212	Player_Wind_SkillUpgrade_2					0.24	0.336	3.52	3.84	5	8															732	12	3	0	0	0	0	0	0	0	0	0			6								
73213	Player_Wind_SkillUpgrade_2					0.255	0.357	3.74	4.08	5	8															732	13	3	0	0	0	0	0	0	0	0	0			6								
73214	Player_Wind_SkillUpgrade_2					0.27	0.378	3.96	4.32	5	8															732	14	3	0	0	0	0	0	0	0	0	0			6								
73215	Player_Wind_SkillUpgrade_2					0.285	0.399	4.18	4.56	5	8															732	15	3	0	0	0	0	0	0	0	0	0			6								
73901	Player_Wind_SkillUpgrade_3					0.808	0.248	6	15	60																739	1	3	0	0	0	0	0	0	0	0	0			0								
73902	Player_Wind_SkillUpgrade_3					0.8686	0.2666	6	15	60																739	2	3	12500	104301	3	112008	6	0	0	0	0			2								
73903	Player_Wind_SkillUpgrade_3					0.9292	0.2852	6	15	60																739	3	3	17500	104305	2	112009	3	0	0	0	0			3								
73904	Player_Wind_SkillUpgrade_3					1.01	0.31	6	15	60																739	4	3	25000	104308	4	112009	4	0	0	0	0			3								
73905	Player_Wind_SkillUpgrade_3					1.0706	0.3286	6	15	60																739	5	3	30000	104302	6	112009	6	0	0	0	0			4								
73906	Player_Wind_SkillUpgrade_3					1.1312	0.3472	6	15	60																739	6	3	37500	104305	9	112009	9	0	0	0	0			4								
73907	Player_Wind_SkillUpgrade_3					1.212	0.372	6	15	60																739	7	3	120000	104309	4	112010	4	113005	1	0	0			5								
73908	Player_Wind_SkillUpgrade_3					1.2928	0.3968	6	15	60																739	8	3	260000	104303	6	112010	6	113005	1	0	0			5								
73909	Player_Wind_SkillUpgrade_3					1.3736	0.4216	6	15	60																739	9	3	450000	104306	12	112010	9	113005	2	0	0			6								
73910	Player_Wind_SkillUpgrade_3					1.4544	0.4464	6	15	60																739	10	3	700000	104309	16	112010	12	113005	2	104319	1			6								
73911	Player_Wind_SkillUpgrade_3					1.5352	0.4712	6	15	60																739	11	3	0	0	0	0	0	0	0	0	0			6								
73912	Player_Wind_SkillUpgrade_3					1.616	0.496	6	15	60																739	12	3	0	0	0	0	0	0	0	0	0			6								
73913	Player_Wind_SkillUpgrade_3					1.717	0.527	6	15	60																739	13	3	0	0	0	0	0	0	0	0	0			6								
73914	Player_Wind_SkillUpgrade_3					1.818	0.558	6	15	60																739	14	3	0	0	0	0	0	0	0	0	0			6								
73915	Player_Wind_SkillUpgrade_3					1.919	0.589	6	15	60																739	15	3	0	0	0	0	0	0	0	0	0			6								
92101	Player_Rock_PermanentSkill_1																									921	1	2	0	0	0	0	0	0	0	0	0			1								
92201	Player_Rock_PermanentSkill_2																									922	1	2	0	0	0	0	0	0	0	0	0			4								
93201	Player_Rock_SkillUpgrade_1					2.48	30	8																		932	1	3	0	0	0	0	0	0	0	0	0			0								
93202	Player_Rock_SkillUpgrade_1					2.666	30	8																		932	2	3	12500	104310	3	112011	6	0	0	0	0			2								
93203	Player_Rock_SkillUpgrade_1					2.852	30	8																		932	3	3	17500	104314	2	112012	3	0	0	0	0			3								
93204	Player_Rock_SkillUpgrade_1					3.1	30	8																		932	4	3	25000	104317	4	112012	4	0	0	0	0			3								
93205	Player_Rock_SkillUpgrade_1					3.286	30	8																		932	5	3	30000	104311	6	112012	6	0	0	0	0			4								
93206	Player_Rock_SkillUpgrade_1					3.472	30	8																		932	6	3	37500	104314	9	112012	9	0	0	0	0			4								
93207	Player_Rock_SkillUpgrade_1					3.72	30	8																		932	7	3	120000	104318	4	112013	4	113006	1	0	0			5								
93208	Player_Rock_SkillUpgrade_1					3.968	30	8																		932	8	3	260000	104312	6	112013	6	113006	1	0	0			5								
93209	Player_Rock_SkillUpgrade_1					4.216	30	8																		932	9	3	450000	104315	12	112013	9	113006	2	0	0			6								
93210	Player_Rock_SkillUpgrade_1					4.464	30	8																		932	10	3	700000	104318	16	112013	12	113006	2	104319	1			6								
93211	Player_Rock_SkillUpgrade_1					4.712	30	8																		932	11	3	0	0	0	0	0	0	0	0	0			6								
93212	Player_Rock_SkillUpgrade_1					4.96	30	8																		932	12	3	0	0	0	0	0	0	0	0	0			6								
93213	Player_Rock_SkillUpgrade_1					5.27	30	8																		932	13	3	0	0	0	0	0	0	0	0	0			6								
93214	Player_Rock_SkillUpgrade_1					5.58	30	8																		932	14	3	0	0	0	0	0	0	0	0	0			6								
93215	Player_Rock_SkillUpgrade_1					5.89	30	8																		932	15	3	0	0	0	0	0	0	0	0	0			6								
93901	Player_Rock_SkillUpgrade_2					1.48	15	15	60																	939	1	3	0	0	0	0	0	0	0	0	0			0								
93902	Player_Rock_SkillUpgrade_2					1.591	15	15	60																	939	2	3	12500	104310	3	112011	6	0	0	0	0			2								
93903	Player_Rock_SkillUpgrade_2					1.702	15	15	60																	939	3	3	17500	104314	2	112012	3	0	0	0	0			3								
93904	Player_Rock_SkillUpgrade_2					1.85	15	15	60																	939	4	3	25000	104317	4	112012	4	0	0	0	0			3								
93905	Player_Rock_SkillUpgrade_2					1.961	15	15	60																	939	5	3	30000	104311	6	112012	6	0	0	0	0			4								
93906	Player_Rock_SkillUpgrade_2					2.072	15	15	60																	939	6	3	37500	104314	9	112012	9	0	0	0	0			4								
93907	Player_Rock_SkillUpgrade_2					2.22	15	15	60																	939	7	3	120000	104318	4	112013	4	113006	1	0	0			5								
93908	Player_Rock_SkillUpgrade_2					2.368	15	15	60																	939	8	3	260000	104312	6	112013	6	113006	1	0	0			5								
93909	Player_Rock_SkillUpgrade_2					2.516	15	15	60																	939	9	3	450000	104315	12	112013	9	113006	2	0	0			6								
93910	Player_Rock_SkillUpgrade_2					2.664	15	15	60																	939	10	3	700000	104318	16	112013	12	113006	2	104319	1			6								
93911	Player_Rock_SkillUpgrade_2					2.812	15	15	60																	939	11	3	0	0	0	0	0	0	0	0	0			6								
93912	Player_Rock_SkillUpgrade_2					2.96	15	15	60																	939	12	3	0	0	0	0	0	0	0	0	0			6								
93913	Player_Rock_SkillUpgrade_2					3.145	15	15	60																	939	13	3	0	0	0	0	0	0	0	0	0			6								
93914	Player_Rock_SkillUpgrade_2					3.33	15	15	60																	939	14	3	0	0	0	0	0	0	0	0	0			6								
93915	Player_Rock_SkillUpgrade_2					3.515	15	15	60																	939	15	3	0	0	0	0	0	0	0	0	0			6								
102101	Player_Electric_PermanentSkill_1					-1.5																				1021	1	2	0	0	0	0	0	0	0	0	0			1								
102201	Player_Electric_PermanentSkill_2					0.1																				1022	1	2	0	0	0	0	0	0	0	0	0			4								
103001	PlayerBoy_Electric_SkillUpgrade_1					0.44462	0.4343	0.52976	0.58308	0.70778	0.559	0.60716	20	0.639324	1.278377	1.596762										1030	1	3	0	0	0	0	0	0	0	0	0			0								
103002	PlayerBoy_Electric_SkillUpgrade_1					0.48081	0.46965	0.57288	0.63054	0.76539	0.6045	0.65658	20	0.691362	1.382431	1.726731										1030	2	3	12500	104320	3	112044	6	0	0	0	0			2								
103003	PlayerBoy_Electric_SkillUpgrade_1					0.517	0.505	0.616	0.678	0.823	0.65	0.706	20	0.7434	1.486485	1.8567										1030	3	3	17500	104324	2	112045	3	0	0	0	0			3								
103004	PlayerBoy_Electric_SkillUpgrade_1					0.5687	0.5555	0.6776	0.7458	0.9053	0.715	0.7766	20	0.81774	1.635134	2.04237										1030	4	3	25000	104327	4	112045	4	0	0	0	0			3								
103005	PlayerBoy_Electric_SkillUpgrade_1					0.60489	0.59085	0.72072	0.79326	0.96291	0.7605	0.82602	20	0.869778	1.739187	2.172339										1030	5	3	30000	104321	6	112045	6	0	0	0	0			4								
103006	PlayerBoy_Electric_SkillUpgrade_1					0.64625	0.63125	0.77	0.8475	1.02875	0.8125	0.8825	20	0.92925	1.858106	2.320875										1030	6	3	37500	104324	9	112045	9	0	0	0	0			4								
103007	PlayerBoy_Electric_SkillUpgrade_1					0.70312	0.6868	0.83776	0.92208	1.11928	0.884	0.96016	20	1.011024	2.02162	2.525112										1030	7	3	120000	104328	4	112046	4	113017	1	0	0			5								
103008	PlayerBoy_Electric_SkillUpgrade_1					0.75999	0.74235	0.90552	0.99666	1.20981	0.9555	1.03782	20	1.092798	2.185133	2.729349										1030	8	3	260000	104322	6	112046	6	113017	1	0	0			5								
103009	PlayerBoy_Electric_SkillUpgrade_1					0.81686	0.7979	0.97328	1.07124	1.30034	1.027	1.11548	20	1.174572	2.348646	2.933586										1030	9	3	450000	104325	12	112046	9	113017	2	0	0			6								
103010	PlayerBoy_Electric_SkillUpgrade_1					0.8789	0.8585	1.0472	1.1526	1.3991	1.105	1.2002	20	1.26378	2.527025	3.15639										1030	10	3	700000	104328	16	112046	12	113017	2	104319	1			6								
103011	PlayerBoy_Electric_SkillUpgrade_1					0.94094	0.9191	1.12112	1.23396	1.49786	1.183	1.28492	20	1.352988	2.705403	3.379194										1030	11	3	0	0	0	0	0	0	0	0	0			6								
103012	PlayerBoy_Electric_SkillUpgrade_1					1.00298	0.9797	1.19504	1.31532	1.59662	1.261	1.36964	20	1.442196	2.883781	3.601998										1030	12	3	0	0	0	0	0	0	0	0	0			6								
103013	PlayerBoy_Electric_SkillUpgrade_1					1.06502	1.0403	1.26896	1.39668	1.69538	1.339	1.45436	20	1.531404	3.062159	3.824802										1030	13	3	0	0	0	0	0	0	0	0	0			6								
103014	PlayerBoy_Electric_SkillUpgrade_1					1.12706	1.1009	1.34288	1.47804	1.79414	1.417	1.53908	20	1.620612	3.240537	4.047606										1030	14	3	0	0	0	0	0	0	0	0	0			6								
103015	PlayerBoy_Electric_SkillUpgrade_1					1.1891	1.1615	1.4168	1.5594	1.8929	1.495	1.6238	20	1.70982	3.418915	4.27041										1030	15	3	0	0	0	0	0	0	0	0	0			6								
103101	PlayerGirl_Electric_SkillUpgrade_1					0.44462	0.4343	0.52976	0.58308	0.70778	0.559	0.7224	20	0.639324	1.278377	1.596762										1031	1	3	0	0	0	0	0	0	0	0	0			0								
103102	PlayerGirl_Electric_SkillUpgrade_1					0.48081	0.46965	0.57288	0.63054	0.76539	0.6045	0.7812	20	0.691362	1.382431	1.726731										1031	2	3	12500	104320	3	112044	6	0	0	0	0			2								
103103	PlayerGirl_Electric_SkillUpgrade_1					0.517	0.505	0.616	0.678	0.823	0.65	0.84	20	0.7434	1.486485	1.8567										1031	3	3	17500	104324	2	112045	3	0	0	0	0			3								
103104	PlayerGirl_Electric_SkillUpgrade_1					0.5687	0.5555	0.6776	0.7458	0.9053	0.715	0.924	20	0.81774	1.635134	2.04237										1031	4	3	25000	104327	4	112045	4	0	0	0	0			3								
103105	PlayerGirl_Electric_SkillUpgrade_1					0.60489	0.59085	0.72072	0.79326	0.96291	0.7605	0.9828	20	0.869778	1.739187	2.172339										1031	5	3	30000	104321	6	112045	6	0	0	0	0			4								
103106	PlayerGirl_Electric_SkillUpgrade_1					0.64625	0.63125	0.77	0.8475	1.02875	0.8125	1.05	20	0.92925	1.858106	2.320875										1031	6	3	37500	104324	9	112045	9	0	0	0	0			4								
103107	PlayerGirl_Electric_SkillUpgrade_1					0.70312	0.6868	0.83776	0.92208	1.11928	0.884	1.1424	20	1.011024	2.02162	2.525112										1031	7	3	120000	104328	4	112046	4	113017	1	0	0			5								
103108	PlayerGirl_Electric_SkillUpgrade_1					0.75999	0.74235	0.90552	0.99666	1.20981	0.9555	1.2348	20	1.092798	2.185133	2.729349										1031	8	3	260000	104322	6	112046	6	113017	1	0	0			5								
103109	PlayerGirl_Electric_SkillUpgrade_1					0.81686	0.7979	0.97328	1.07124	1.30034	1.027	1.3272	20	1.174572	2.348646	2.933586										1031	9	3	450000	104325	12	112046	9	113017	2	0	0			6								
103110	PlayerGirl_Electric_SkillUpgrade_1					0.8789	0.8585	1.0472	1.1526	1.3991	1.105	1.428	20	1.26378	2.527025	3.15639										1031	10	3	700000	104328	16	112046	12	113017	2	104319	1			6								
103111	PlayerGirl_Electric_SkillUpgrade_1					0.94094	0.9191	1.12112	1.23396	1.49786	1.183	1.5288	20	1.352988	2.705403	3.379194										1031	11	3	0	0	0	0	0	0	0	0	0			6								
103112	PlayerGirl_Electric_SkillUpgrade_1					1.00298	0.9797	1.19504	1.31532	1.59662	1.261	1.6296	20	1.442196	2.883781	3.601998										1031	12	3	0	0	0	0	0	0	0	0	0			6								
103113	PlayerGirl_Electric_SkillUpgrade_1					1.06502	1.0403	1.26896	1.39668	1.69538	1.339	1.7304	20	1.531404	3.062159	3.824802										1031	13	3	0	0	0	0	0	0	0	0	0			6								
103114	PlayerGirl_Electric_SkillUpgrade_1					1.12706	1.1009	1.34288	1.47804	1.79414	1.417	1.8312	20	1.620612	3.240537	4.047606										1031	14	3	0	0	0	0	0	0	0	0	0			6								
103115	PlayerGirl_Electric_SkillUpgrade_1					1.1891	1.1615	1.4168	1.5594	1.8929	1.495	1.932	20	1.70982	3.418915	4.27041										1031	15	3	0	0	0	0	0	0	0	0	0			6								
103201	Player_Electric_SkillUpgrade_1					0.78664	3	15	0.2	6	13.5															1032	1	3	0	0	0	0	0	0	0	0	0			0								
103202	Player_Electric_SkillUpgrade_1					0.845638	3	15	0.2	6	13.5															1032	2	3	12500	104320	3	112044	6	0	0	0	0			2								
103203	Player_Electric_SkillUpgrade_1					0.904636	3	15	0.2	6	13.5															1032	3	3	17500	104324	2	112045	3	0	0	0	0			3								
103204	Player_Electric_SkillUpgrade_1					0.9833	3.5	15	0.2	6	13.5															1032	4	3	25000	104327	4	112045	4	0	0	0	0			3								
103205	Player_Electric_SkillUpgrade_1					1.042298	3.5	15	0.2	6	13.5															1032	5	3	30000	104321	6	112045	6	0	0	0	0			4								
103206	Player_Electric_SkillUpgrade_1					1.101296	3.5	15	0.2	6	13.5															1032	6	3	37500	104324	9	112045	9	0	0	0	0			4								
103207	Player_Electric_SkillUpgrade_1					1.17996	4	15	0.2	6	13.5															1032	7	3	120000	104328	4	112046	4	113017	1	0	0			5								
103208	Player_Electric_SkillUpgrade_1					1.258624	4	15	0.2	6	13.5															1032	8	3	260000	104322	6	112046	6	113017	1	0	0			5								
103209	Player_Electric_SkillUpgrade_1					1.337288	4	15	0.2	6	13.5															1032	9	3	450000	104325	12	112046	9	113017	2	0	0			6								
103210	Player_Electric_SkillUpgrade_1					1.415952	4	15	0.2	6	13.5															1032	10	3	700000	104328	16	112046	12	113017	2	104319	1			6								
103211	Player_Electric_SkillUpgrade_1					1.494616	4	15	0.2	6	13.5															1032	11	3	0	0	0	0	0	0	0	0	0			6								
103212	Player_Electric_SkillUpgrade_1					1.57328	4	15	0.2	6	13.5															1032	12	3	0	0	0	0	0	0	0	0	0			6								
103213	Player_Electric_SkillUpgrade_1					1.67161	4	15	0.2	6	13.5															1032	13	3	0	0	0	0	0	0	0	0	0			6								
103214	Player_Electric_SkillUpgrade_1					1.76994	4	15	0.2	6	13.5															1032	14	3	0	0	0	0	0	0	0	0	0			6								
103215	Player_Electric_SkillUpgrade_1					1.86827	4	15	0.2	6	13.5															1032	15	3	0	0	0	0	0	0	0	0	0			6								
103901	Player_Electric_SkillUpgrade_2					1.144	0.328	0.8	12	20	80															1039	1	3	0	0	0	0	0	0	0	0	0			0								
103902	Player_Electric_SkillUpgrade_2					1.2298	0.3526	0.8	12	20	80															1039	2	3	12500	104320	3	112044	6	0	0	0	0			2								
103903	Player_Electric_SkillUpgrade_2					1.3156	0.3772	0.8	12	20	80															1039	3	3	17500	104324	2	112045	3	0	0	0	0			3								
103904	Player_Electric_SkillUpgrade_2					1.43	0.41	0.9	12	20	80															1039	4	3	25000	104327	4	112045	4	0	0	0	0			3								
103905	Player_Electric_SkillUpgrade_2					1.5158	0.4346	0.9	12	20	80															1039	5	3	30000	104321	6	112045	6	0	0	0	0			4								
103906	Player_Electric_SkillUpgrade_2					1.6016	0.4592	0.9	12	20	80															1039	6	3	37500	104324	9	112045	9	0	0	0	0			4								
103907	Player_Electric_SkillUpgrade_2					1.716	0.492	1	12	20	80															1039	7	3	120000	104328	4	112046	4	113017	1	0	0			5								
103908	Player_Electric_SkillUpgrade_2					1.8304	0.5248	1	12	20	80															1039	8	3	260000	104322	6	112046	6	113017	1	0	0			5								
103909	Player_Electric_SkillUpgrade_2					1.9448	0.5576	1	12	20	80															1039	9	3	450000	104325	12	112046	9	113017	2	0	0			6								
103910	Player_Electric_SkillUpgrade_2					2.0592	0.5904	1	12	20	80															1039	10	3	700000	104328	16	112046	12	113017	2	104319	1			6								
103911	Player_Electric_SkillUpgrade_2					2.1736	0.6232	1	12	20	80															1039	11	3	0	0	0	0	0	0	0	0	0			6								
103912	Player_Electric_SkillUpgrade_2					2.288	0.656	1	12	20	80															1039	12	3	0	0	0	0	0	0	0	0	0			6								
103913	Player_Electric_SkillUpgrade_2					2.431	0.697	1	12	20	80															1039	13	3	0	0	0	0	0	0	0	0	0			6								
103914	Player_Electric_SkillUpgrade_2					2.574	0.738	1	12	20	80															1039	14	3	0	0	0	0	0	0	0	0	0			6								
103915	Player_Electric_SkillUpgrade_2					2.717	0.779	1	12	20	80															1039	15	3	0	0	0	0	0	0	0	0	0			6								
112101	Player_Grass_PermanentSkill_1					6																				1121	1	2	0	0	0	0	0	0	0	0	0			1								
112201	Player_Grass_PermanentSkill_2					0.0015	0.001																			1122	1	2	0	0	0	0	0	0	0	0	0			4								
113001	PlayerBoy_Grass_SkillUpgrade_1					0.44462	0.4343	0.52976	0.58308	0.70778	0.559	0.60716	20	0.639324	1.278377	1.596762										1130	1	3	0	0	0	0	0	0	0	0	0			0								
113002	PlayerBoy_Grass_SkillUpgrade_1					0.48081	0.46965	0.57288	0.63054	0.76539	0.6045	0.65658	20	0.691362	1.382431	1.726731										1130	2	3	12500	104329	3	112059	6	0	0	0	0			2								
113003	PlayerBoy_Grass_SkillUpgrade_1					0.517	0.505	0.616	0.678	0.823	0.65	0.706	20	0.7434	1.486485	1.8567										1130	3	3	17500	104333	2	112060	3	0	0	0	0			3								
113004	PlayerBoy_Grass_SkillUpgrade_1					0.5687	0.5555	0.6776	0.7458	0.9053	0.715	0.7766	20	0.81774	1.635134	2.04237										1130	4	3	25000	104336	4	112060	4	0	0	0	0			3								
113005	PlayerBoy_Grass_SkillUpgrade_1					0.60489	0.59085	0.72072	0.79326	0.96291	0.7605	0.82602	20	0.869778	1.739187	2.172339										1130	5	3	30000	104330	6	112060	6	0	0	0	0			4								
113006	PlayerBoy_Grass_SkillUpgrade_1					0.64625	0.63125	0.77	0.8475	1.02875	0.8125	0.8825	20	0.92925	1.858106	2.320875										1130	6	3	37500	104333	9	112060	9	0	0	0	0			4								
113007	PlayerBoy_Grass_SkillUpgrade_1					0.70312	0.6868	0.83776	0.92208	1.11928	0.884	0.96016	20	1.011024	2.02162	2.525112										1130	7	3	120000	104337	4	112061	4	113032	1	0	0			5								
113008	PlayerBoy_Grass_SkillUpgrade_1					0.75999	0.74235	0.90552	0.99666	1.20981	0.9555	1.03782	20	1.092798	2.185133	2.729349										1130	8	3	260000	104331	6	112061	6	113032	1	0	0			5								
113009	PlayerBoy_Grass_SkillUpgrade_1					0.81686	0.7979	0.97328	1.07124	1.30034	1.027	1.11548	20	1.174572	2.348646	2.933586										1130	9	3	450000	104334	12	112061	9	113032	2	0	0			6								
113010	PlayerBoy_Grass_SkillUpgrade_1					0.8789	0.8585	1.0472	1.1526	1.3991	1.105	1.2002	20	1.26378	2.527025	3.15639										1130	10	3	700000	104337	16	112061	12	113032	2	104319	1			6								
113011	PlayerBoy_Grass_SkillUpgrade_1					0.94094	0.9191	1.12112	1.23396	1.49786	1.183	1.28492	20	1.352988	2.705403	3.379194										1130	11	3	0	0	0	0	0	0	0	0	0			6								
113012	PlayerBoy_Grass_SkillUpgrade_1					1.00298	0.9797	1.19504	1.31532	1.59662	1.261	1.36964	20	1.442196	2.883781	3.601998										1130	12	3	0	0	0	0	0	0	0	0	0			6								
113013	PlayerBoy_Grass_SkillUpgrade_1					1.06502	1.0403	1.26896	1.39668	1.69538	1.339	1.45436	20	1.531404	3.062159	3.824802										1130	13	3	0	0	0	0	0	0	0	0	0			6								
113014	PlayerBoy_Grass_SkillUpgrade_1					1.12706	1.1009	1.34288	1.47804	1.79414	1.417	1.53908	20	1.620612	3.240537	4.047606										1130	14	3	0	0	0	0	0	0	0	0	0			6								
